Semester,Year,Area,Course #,Course Title,Time,Location,Credits,Enroll Limits,Instructors,Section #,Waitlist,Curriculum Category,Notes,Delivery Mode
FA,2019,ENTRP,AHSE2515,AHSE2515: Iterate,MR 9-10:40am,AC318,2,21,TBD,01,"yes,  small",E! Elective,Session I,
FA,2019,ENTRP,AHSE2515A,AHSE2515A: Iterate,MR 9-10:40am,AC318,2,21,TBD,01,"yes,  small",E! Elective,Session II,
FA,2019,FYR,OIE1000,OIE1000: Olin First Year Introduction (OFYI),W 1:30-3:10pm,MH120; AC304; AC326; AC328,1,90,"Waranyuwat, Adva",01,,First Year Only,,
FA,2019,FYR: AHS,AHSE1100,AHSE1100: History of Technology: A Cultural & Contextual Approach,TF 1:30-3:10pm,AC328,4,16,"Martello, Rob",01,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: AHS,AHSE1122,"AHSE1122: The Wired Ensemble - Instruments, Voices, Players",TF 1:30-3:10pm,AC304; AC305,4,15,"Dabby, Diana",01,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: AHS,AHSE1135,"AHSE1135: The Digital Eye: Photography, Vision, and Visual Communication",TF 10:50-12:30pm,AC313,4,14,"Donis-Keller, Helen",01,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: AHS,AHSE1148,AHSE1148: Dirt to Shirt: Global Garments in Context,TF 10:50-12:30pm,Weissman Foundry,4,16,"Lynch, Caitrin",01,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: AHS,AHSE1199,"AHSE1199:  Arts, Humanities, Social Science Foundation: Writers’ Workshop: Creativity and the Literary Imagination",TF 1:30-3:10pm,AC326,4,16,"Lynch, Caitrin; Taaffe, Lauren",01,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: AHS,AHSE1199,"AHSE1199:  Arts, Humanities, Social Science Foundation:
Infrastructure Studies",MR 1:30-3:10pm,AC304,4,16,"Chachra, Debbie",02,no,AHS Foundation,"Available to First Year Students Only;
There will be an additional writing activity during the semester on a Monday and/or Thursday at 1:30p; specific dates will be on
each syllabus",
FA,2019,FYR: ENGR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",M 3:20-5:00pm; T 10:50-12:30pm,M: AC326; T: AC428,4,22,"Ferzoco, Alessandra; Michalka, Sam; Nugent, Carrie;Vanasupa, Linda",01,no,Engineering Foundation,,
FA,2019,FYR: ENGR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",M 3:20-5:00pm; T 1:30-3:10pm,M: AC328; T: AC428,4,22,"Ferzoco, Alessandra; Michalka, Sam; Nugent, Carrie;Vanasupa, Linda",02,no,Engineering Foundation,,
FA,2019,FYR: ENGR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",R 3:20-5:00pm F 10:50-12:30pm,R: AC326; F: AC428,4,22,"Ferzoco, Alessandra; Michalka, Sam; Nugent, Carrie;Vanasupa, Linda",03,no,Engineering Foundation,,
FA,2019,FYR: ENGR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",R 3:20-5:00pm; F 1:30-3:10pm,R: AC328; F: AC428,4,22,"Ferzoco, Alessandra; Michalka, Sam; Nugent, Carrie;Vanasupa, Linda",04,no,Engineering Foundation,,
FA,2019,FYR: ENGR,ENGR1200,ENGR1200: Design Nature,MR 9:50-12:30pm,"MH120; AC204, 206, 209",4,32,"Chachra, Debbie; Linder, Ben; Stein, Lynn; Ewing, Lucas",01,no,Design Foundation,,
FA,2019,FYR: ENGR,ENGR1200,ENGR1200: Design Nature,MR 9:50-12:30pm,"MH120; AC204, 206, 209",4,32,"Chachra, Debbie; Linder, Ben; Stein, Lynn; Ewing, Lucas",02,no,Design Foundation,,
FA,2019,FYR: ENGR,ENGR1200,ENGR1200: Design Nature,MR 9:50-12:30pm,"MH120; AC204, 206, 209",4,32,"Chachra, Debbie; Linder, Ben; Stein, Lynn; Ewing, Lucas",03,no,Design Foundation,,
FA,2019,"FYR:
Interdisciplinar y",MTH1111 / SCI1111,MTH1111 / SCI1111: Modeling and Simulation of the Physical World,TWF 9-10:40am,"MH120; AC204, 206, 209, 213",2+2,89,"Graeff, Erhardt; Matsumoto, Steve; Paul, Alice; Woodard, Jason",01,no,Modeling Foundation,,
FA,2019,Interdisciplinar y,CIE2019B,CIE2019B: Curriculum Innovation Prototype: Quantitative Engineering Analysis II,MR 9-10:40am,AC109,4,36,"Dusek, Jeff; Geddes, John; Lohmeyer, Whitney; Tow, Emily",01,,Requirement,"Credit breakdown: 2 Math, 1 Science, 1  Engineering",
FA,2019,Interdisciplinar y,CIE2019B,CIE2019B: Curriculum Innovation Prototype: Quantitative Engineering Analysis II,MR 9-10:40am,AC113,4,36,"Dusek, Jeff; Geddes, John; Lohmeyer, Whitney; Tow, Emily",02,,Requirement,"Credit breakdown: 2 Math, 1 Science, 1  Engineering",
FA,2019,Interdisciplinar y,MTH2136 / SCI2136,MTH2136 / SCI2136: Astronomy and Statistics: AstroStats,MR 1:30-3:10pm,AC318,2 + 2,22,"Nugent, Carrie",01,"yes, small","Probability/Statistics; SCI
Elective",,
FA,2019,Interdisciplinar y,MTH2188A / ENGR3599A,MTH2188A / ENGR3599A: Machine Learning,MR 10:50-12:30pm,AC328,2 + 2,32,"Ruvolo, Paul; Michalka, Sam",01,"yes, large","Probabiity/Statistics; E:C
Elective",,
FA,2019,Interdisciplinar y,MTH2188A / ENGR3599A,MTH2188A / ENGR3599A: Machine Learning,MR 1:30-3:10pm,AC328,2 + 2,32,"Ruvolo, Paul; Michalka, Sam",02,"yes, large","Probabiity/Statistics; E:C
Elective",,
FA,2019,ME,ENGR3310,ENGR3310: Transport Phenomena,MR 10:50-12:30pm,AC326,4,48,"Tow, Emily",01,"yes, small",ME Requirement,,
FA,2019,ME,ENGR3330,ENGR3330: Mechanical Design,TF 9-10:40am,AC128,4,32,"Barrett, Dave",01,"yes, large",ME Requirement,,
FA,2019,ME,ENGR3350,ENGR3350: Finite Element Analysis,MR 9-10:40am,AC328,4,32,"Lee, Chris",01,"yes, small",ME Elective,,
FA,2019,MTH,MTH2110,MTH2110: Discrete Math (Letter Grading),MR 9-10:40am,AC417,4,33,"Spence Adams, Sarah",01,"yes, large",Advanced Math,Offered as Letter grade only,
FA,2019,MTH,MTH2110,MTH2110: Discrete Math (Experimental Grading),MR 10:50-12:30pm,AC417,4,21,"Spence Adams, Sarah",02,"yes, large",Advanced Math,Offered using EXPERIMENTAL Grading,
FA,2019,MTH,MTH2220,MTH2220: Linearity II,MR 10:50-12:30pm,AC318,4,36,"Geddes, John",01,no,Requirement,,
FA,2019,SCI,SCI1199,SCI1199: Special Topics in Physics: Contemplating Science: Educational Context and Ethics,MR 9-10:40am,AC326,4,21,"Zastavker, Yevgeniya",01,"yes, small",Physics Foundation,,
FA,2019,SCI,SCI1240,SCI1240: Designing Better Drugs with Laboratory,"MR 1:30-3:10pm; R 3:20-
6pm","AC417; AC406
lab",4,24,"Pratt, Joanne",01,"yes, large",BIO Foundation,,
FA,2019,SCI,SCI1399,"SCI1399: Special Topics in Chemistry: Paper Panacea, Part I",TW 3:20-6:00pm,AC413; AC417,4,24,"Vanasupa, Linda",01,"yes, small",MatSci/Chem Foundation,Offered using Experimental Grading,
FA,2019,SCI,SCI1410,SCI1410: Materials Science and Solid State Chemistry,MR 3:20-6:00pm,AC413,4,24,"Neal, Matt",01,"yes, small",MatSci/Chem Foundation,,
FA,2019,SCI,SCI2210,SCI2210: Immunology,W 12:30-3:10pm; F 1:30-3:10pm,AC417; AC406,4,18,"Pratt, Joanne",01,"yes, large",Bio Advanced,,
FA,2019,Seminar,ISR0077,ISR0077: Independent Study and Research: Grand Challenge Scholars Program: GCSP Seminar,M 9-10:40am,AC304,1,16,"Wood, Alison",S1,"yes, large",Seminar,Pass/No Credit Grading; General Credit Only,
FA,2019,Sustainability (BOW),SUST2201,SUST2201: Introduction to Sustainability,W 3:30-6:30pm,AC328,4,"45
(15 per school)","Stolk, Jon",01,"yes, small",BOW Cert / Sustainability,"CORE requirement for 3CollegesBOW Sustainability Certificate;
earns 2 AHS + 2 ENGR credits at Olin;",
FA,2019,ADMIN,AWAY1000,Study Away Program,,,12,,Administration,01,,,Enroll in this course block to confirm your Study Away Semester,
FA,2019,ADMIN,OIP1000,The Olin Internship Practicum I,,,1,,Phelps,01,,,See Post Graduate Planning to Enroll,
FA,2019,ADMIN,OIP1001,The Olin Internship Practicum II,,,1,,Phelps,01,,,See Post Graduate Planning to Enroll,
SP,2023,AHS,AHSE0112,AHSE0112: The Olin Conductorless Orchestra,R 6-8:40pm,"318
328",1,no cap,"Dabby, Diana",01,,AHS,,
SP,2023,AHS,AHSE2150_SC I1250,AHSE2150_SCI1250: Six Microbes that Changed the World with Laboratory,MR 9:20am-12:00pm,"417
406",8,24,"Huang, Jean; Martello, Rob",01,6.0,"AHS Elective & SCI -
Bio Foundatin",8 credit course,
SP,2023,AHS,AHSE2160_SC I1260,"AHSE2160_SCI1260: The Intersection of Biology, Art and Technology with Laboratory",TF 9:20am-12:00pm,"313
406",8,20,"Donis-Keller, Helen",01,5.0,"AHS Elective & SCI -
Bio Foundatin",8 credit course,
SP,2023,AHS,AHSE2199,"AHSE2199: Special Topics in Arts, Humanities and Social Science: Writing Gets Real",TF 1:00pm-2:40pm,328,2,26,"Epstein, Gillian",01,5.0,AHS,Session I,
SP,2023,AHS,AHSE2199A,"AHSE2199A: Special Topics in Arts, Humanities and Social Science: Engineering in Context: History, Society, and the Environment",TF 10:20am-12:00pm,318,2 or 4,35,"Martello, Rob",01,10.0,AHS Elective,Students will have the choice to select 2 or 4 credits at time of registration,
SP,2023,AHS,AHSE2199B,"AHSE2199B: Special Topics in Arts, Humanities and Social Science: Real World Lessons in Creating Impact",R 6-8:00pm,126,2,18,"Barabino, Gilda; Epstein, Gillian; Jentoft, Leif; Neeley, Lawrence",01,5.0,AHS Elective,,
SP,2023,AHS,AHSE3190,"AHSE3190: Arts, Humanties, Social Science Capstone Preparatory Workshop",,,1,,"Epstein, Gillian",01,,AHS,,
SP,2023,AHS,AHSE4190,AHSE4190: AHS Capstone Project,M 2:50pm-5:30pm,Library,4,25,"Epstein, Gillian",01,5.0,AHS,,
SP,2023,CAPSTONE,ENGR4190,ENGR4190: SCOPE: Senior Capstone Program in Engineering,W 8:30am-5:30pm F 8:30am-10:10am,Varied,4,90,"Bloomer, Sarah; Ferzoco, Alessandra; Neeley, Lawrence; Stein, Lynn",01,,CAPSTONE,Students will be pre-registered based on FA22 enrollment,
SP,2023,CAPSTONE,ENGR4290,ENGR4290: Affordable Design and Entrepreneurship Engineering Capstone,T 3:30-6:30pm R 3:30-5:30pm,Weissman Foundry,4,20,"Graeff, Erhardt; Johansen, Elizabeth; Linder, Benjamin; Majluf, Francesca; Taha, Kofi",01,5.0,CAPSTONE,,
SP,2023,CAPSTONE,ENGR4599,ENGR4599: Senior Capstone Alternative: Entrepeneurial Engineering Capstone,W 1-5:00pm,126,4,,"Harris, Scott; Miller, Scott",01,,CAPSTONE,Students will be pre-registered based on FA22 enrollment,
SP,2023,Cross-listed,"ENGR3235_or
_SCI2235",ENGR3235_or_SCI2235: Biomimicry,TF 1:00pm-2:40pm,213,4,24,"Huang, Jean; Linder, Benjamin",01,6.0,DSN Depth or Adv Bio,,
SP,2023,Cross-listed,SCI2235_or_E NGR3235,SCI2235_OR_ENGR3235: Biomimicry,TF 1:00pm-2:40pm,213,4,24,"Huang, Jean; Linder, Benjamin",01,6.0,Adv Bio or Dsn Depth,,
SP,2023,(unless noted,,,,,,,,,,,,
SP,2023,"otherwise)""",Credits,Waitlist,Curriculum Role,,,,Notes,Enroll Limits,,,,
SP,2023,DSN,ENGR2250,ENGR2250: Collaborative Design,MR 1:00pm-3:30pm,"204
206
209",4,96,"Adler, Jonathan; Bloomer, Sarah; Chachra, Debbie; Hendren, Sara; Linder, Benjamin; Zastavker, Yevgeniya",01-03,10.0,DESIGN Fnd,Formerly UOCD,
SP,2023,DSN,ENGR3240,ENGR3240: Tell the Story of What You Make,MR 1:00-3:30pm,417,4,25,"Ferguson Sauder, Tim",01,5.0,DESIGN Dpth,,
SP,2023,DSN,ENGR3290,ENGR3290: Affordable Design and Entrepreneurship,T 3:30-6:30pm R 3:30-5:30pm,Weissman Foundry,4,10,"Graeff, Erhardt; Johansen, Elizabeth; Linder, Benjamin; Majluf, Francesca; Taha, Kofi",01,10.0,DESIGN Dpth,,
SP,2023,E:C,ENGR2510,ENGR2510: Software Design,TF 10:20am-12:00pm,417,4,25,"Graeff, Erhardt; Matsumoto, Steve; Millner, Amon",01,5.0,Core E:C/Core ECE,,
SP,2023,E:C,ENGR2510,ENGR2510: Software Design,TF 1:00pm-2:40pm,318,4,25,"Graeff, Erhardt; Matsumoto, Steve; Millner, Amon",02,5.0,Core E:C/Core ECE,,
SP,2023,E:C,ENGR2510,ENGR2510: Software Design,TF 1:00pm-2:40pm,326,4,25,"Graeff, Erhardt; Matsumoto, Steve; Millner, Amon",03,5.0,Core E:C/Core ECE,,
SP,2023,E:C,ENGR3520,ENGR3520: Foundations of Computer Science,M 6:00pm-8:40pm,126,4,30,"Pucella, Riccardo",01,5.0,Core E:C,,
SP,2023,E:C,ENGR3525,ENGR3525: Software Systems,TF 2:50pm-4:30pm,326,4,35,"Matsumoto, Steve",01,5.0,Core E:C,,
SP,2023,E:C,ENGR3599,ENGR3599: Special Topics in Computing: Scientific Computing,MR 1:00pm-2:40pm,318,4,16,"Nugent, Carrie",01,5.0,"Core E:C; Computing
Elective",,
SP,2023,E:C,ENGR3599A,ENGR3599A-SL: Special Topics in Computing: Advanced Algorithms,MR 6:00pm-7:40pm,326,4,15,"Ruvolo, Paul (content advisor);
Student instructors: Aher, Gati; Coleman, Sam; McGinnis, Zoe",SL,10.0,Computing Elective,Student led course,
SP,2023,E:ROBO,ENGR3390,ENGR3390: Fundamentals of Robotics,TF 1:00pm-2:40pm,128,4,30,"Barrett, Dave; Mbanisi, Kene",01,10.0,"Core E:Robo_ME
Elective",,
SP,2023,E:ROBO,ENGR3392,ENGR3392: Robotics Systems Integration,TF 2:50pm-4:30pm,306,4,24,"Malley, Melinda; Mbanisi, Kene",01,5.0,"Core E:Robo_ME
Elective",,
SP,2023,(unless noted,,,,,,,,,,,,
SP,2023,"otherwise)""",Credits,Waitlist,Curriculum Role,,,,Notes,Enroll Limits,,,,
SP,2023,ECE,ENGR2420,ENGR2420: Intro Microelectronic Circuits with laboratory,"MR 8:30am-10:10am
M 3:40pm-5:20pm (Lab)",309,4,30,"Minch, Brad",01,5.0,Core ECE,,
SP,2023,ECE,ENGR3499,ENGR3499: Special Topics in Electrical & Computer Engineering: Introduction to Power Electronics,MR 10:20am-12:00pm,309,4,20,"Arnet, Beat",01,5.0,ECE Elective,,
SP,2023,ECE,ENGR3499A,ENGR3499A: Special Topics in Electrical & Computer Engineering: Satellite Systems,T 6:00pm-8:40pm,126,4,20,"Lohmeyer, Whitney",01,10.0,"ECE Elective; or ME
Elective",,
SP,2023,ENGR,ENGR1330,ENGR1330: Fundamentals of Machine Shop Operations,W 10:00am-12:00pm W 1:00pm-3:30pm,Machine Shop,4,6,"Mulligan, John",01,6.0,ELECTIVE,,
SP,2023,ENTRP,AHSE1515,AHSE1515: Products and Markets,MR 9:20am-12:00pm,"MH120 318
326
328",4,92,"Bloomer, Sarah; Ger, Donald; Pratt, Joanne; Sauder, Tim",01,,ENTRP Fnd,,
SP,2023,ENTRP,AHSE2515,AHSE2515: Iterate,TF 10:20am-12:00pm,126,4,25,"Neeley, Lawrence",01,10.0,ENTRP,,
SP,2023,FYR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",MR 2:50pm-4:30pm,428,4,25,"Goenka, Chhavi; Minch, Brad; Neely, Andy; Vanasupa, Linda",01,5.0,Required ENGR,,
SP,2023,FYR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",TF 8:30am-10:10am,428,4,25,"Goenka, Chhavi; Minch, Brad; Neely, Andy; Vanasupa, Linda",02,5.0,Required ENGR,,
SP,2023,FYR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",TF 10:20am-12:00pm,428,4,25,"Goenka, Chhavi; Minch, Brad; Neely, Andy; Vanasupa, Linda",03,5.0,Required ENGR,,
SP,2023,FYR,ENGR1125,"ENGR1125: Introduction to Sensors, Instrumentation and Measurement",TF 2:50pm-4:30pm,428,4,25,"Goenka, Chhavi; Minch, Brad; Neely, Andy; Vanasupa, Linda",04,5.0,Required ENGR,,
SP,2023,Interdisciplinary,CIE2223E,CIE2223E: Curriculum Innovation Prototype: Environmental Consulting at Olin,TF 10:20am-12:00pm,326,4,16,"Nugent, Carrie; Rodgers, Claire",01,5.0,"E:Sust Adv; Design Depth; alternative for
Mat Sci",Previous students can enroll again- this is a class that can be taken multiple times.,
SP,2023,Interdisciplinary,CIE2223M,CIE2223M: Curriculum Innovation Prototype: K12 Outreach: Mathematics and Engineering for Everyone,MR 8:30am-10:10am,126,4,30,"Adams, Sarah; Martello, Rob; Somerville, Mark",01,20.0,Varied,"Students must also elect one lab session: Lab A: M 3:31PM-5:30PM
Lab B: W 3:31pm-5:30pm",
SP,2023,Interdisciplinary,CIE_MEE,CIE_MEE: Curriculum Innovation Prototype: K12 Outreach: Mathematics and Engineering for Everyone,Lab A: M 3:31pm-5:30pm Lab B: W 3:31pm-5:30pm,,,15,"Adams, Sarah; Martello, Rob; Somerville, Mark",A or B,10.0,,Students must also enroll in CIE2223M,
SP,2023,(unless noted,,,,,,,,,,,,
SP,2023,"otherwise)""",Credits,Waitlist,Curriculum Role,,,,Notes,Enroll Limits,,,,
SP,2023,Interdisciplinary,CIE2223P,CIE2223P: Curriculum Innovation Prototype: Social Technology Enterprise with Purpose (STEP),T 9:00am-12:00pm F 10:20am-12:00pm,218,12,18,"Ferzoco, Alessandra; Ruvolo, Paul",01,6.0,"TBD / Interdisciplinary -
Talk to us about
crediting","Experimental Grading
Students must also elect one lab session: Lab A: MR 1:00pm-2:40pm
Lab B: TF 2:50pm-4:30pm",
SP,2023,Interdisciplinary,CIE_STEP,CIE_STEP: Curriculum Innovation Prototype: Social Technology Enterprise with Purpose (STEP),Lab A: MR 1:00pm-2:40pm Lab B: TF 2:50pm-4:30pm,218,,9,"Ferzoco, Alessandra; Ruvolo, Paul",A or B,,,Must be taken with CIE2223P,
SP,2023,Interdisciplinary,ENGR2340,ENGR2340: Engineering Systems Analysis: Dynamics (2 cr),MR 10:20am-12:00pm,"113
126",2,32,"Lee, Chris; Sommerville, Mark",01,10.0,Core ME,"Session II
must be taken with ENGX2134",
SP,2023,Interdisciplinary,ENGR2410,ENGR2410: Engineering Systems Analysis: Signals (2 cr),TF 1:00pm-2:40pm,304,2,30,"Goenka, Chhavi",01,5.0,Core ECE,"Session II
must be taken with ENGX2134",
SP,2023,Interdisciplinary,ENGR3531_M TH2131,ENGR3531_MTH2131: Data Science,MR 3:40pm-5:20pm,113,2+2,30,"del Rosario, Zachary",01,5.0,"ProbStat Requirement_E:C
elective",,
SP,2023,Interdisciplinary,ENGX2005,ENGX2005: Quantitative Engineering Analysis 2,MR 1:00pm-2:40pm,"113
126
128",4,92,"Geddes, John; Malley, Melinda; Shuman, David",01,,Required ENGR,,
SP,2023,Interdisciplinary,ENGX2134,ENGX2134: Engineering Systems Analysis (2cr),MR 10:20am-12:00pm,"113
126
128",2,60,"Goenka, Chhavi; Lee, Chris; Sommerville, Mark",01,5.0,"Requirement - ME, ECE",Session I,
SP,2023,ME,ENGR2320,ENGR2320: Mechanics of Solids & Structures,MWR 8:30am-10:10am,113,4,35,"Lee, Chris",01,5.0,Core ME,,
SP,2023,ME,ENGR2330,ENGR2330: Introduction to Mechanical Prototyping,TF 2:50pm-4:30pm,128,4,40,"Faas, Daniela",01,10.0,ELECTIVE,,
SP,2023,ME,ENGR3355,ENGR3355: Intermediate Thermodynamics,TF 2:50pm-4:30pm,328,2,75,"Tow, Emily",01,10.0,Core ME,Session I,
SP,2023,ME,ENGR3365,ENGR3365: Intermediate Transport Phenomena,TF 2:50pm-4:30pm,328,2,75,"Tow, Emily",01,10.0,Core ME,Session II,
SP,2023,ME,ENGR3370,ENGR3370: Controls,T 9:00am‐12:00pm,328,4,24,"Barragan, Patrick",01,10.0,ME Elective/ECE Elective,CANCELLED,
SP,2023,MTH,MTH3120,MTH3120: Partial Differential Equations,MR 3:40pm-5:20pm,126,4,30,"Geddes, John",01,5.0,ADV MATH,,
SP,2023,(unless noted,,,,,,,,,,,,
SP,2023,"otherwise)""",Credits,Waitlist,Curriculum Role,,,,Notes,Enroll Limits,,,,
SP,2023,SCI,SCI1199,SCI1199: Special Topics in Physics: Electricity and Magnetism,MR 1:00pm-2:40pm,309,4,18,"Neely, Andy",01,,SCI Elective,,
SP,2023,SCI,SCI1250_AHS E2150,SCI1250_AHSE2150: Six Microbes that Changed the World with Laboratory,MR 9:20am-12:00pm,"417
406",8,24,"Huang, Jean; Martello, Rob",01,6.0,"SCI - Bio Foundation &
AHS Elective",8 credit course,
